postcode,lat,lng,city,state
4650,-25.640978,152.791302,Grahams Creek,QLD
4650,-25.640978,152.791302,Magnolia,QLD
4650,-25.640978,152.791302,Netherby,QLD
4650,-25.640978,152.791302,Prawle,QLD
4650,-25.640978,152.791302,Thinoomba,QLD
4650,-25.640978,152.791302,Walkers Point,QLD
4655,-25.337998,152.78368,Dundowran Beach,QLD
4655,-25.337998,152.78368,Kawungan,QLD
4655,-25.337998,152.78368,Scarness,QLD
4655,-25.337998,152.78368,Urraween,QLD
4659,-25.266279,152.568678,Burrum Heads,QLD
4660,-25.189298,152.300968,Buxton,QLD
4660,-25.189298,152.300968,Goodwood,QLD
4660,-25.189298,152.300968,Kowbi,QLD
4660,-25.189298,152.300968,South Isis,QLD
4670,-24.88776,152.297855,Avoca,QLD
4670,-24.88776,152.297855,Bundaberg Dc,QLD
4670,-24.88776,152.297855,Calavos,QLD
4670,-24.88776,152.297855,Givelda,QLD
4670,-24.88776,152.297855,Kinkuna,QLD
4670,-24.598349,152.0659408,Mullett Creek,QLD
4670,-24.88776,152.297855,Sharon,QLD
4670,-24.88776,152.297855,Welcome Creek,QLD
4671,-25.07645,151.78942,Bungadoo,QLD
4671,-25.07645,151.78942,Gaeta,QLD
4671,-25.07645,151.78942,Maroondan,QLD
4671,-25.07645,151.78942,Mungy,QLD
4671,-25.07645,151.78942,Takilberan,QLD
4673,-24.729644,152.088816,Waterloo,QLD
4674,-24.688503,151.872531,Oyster Creek,QLD
4677,-24.318471,151.727736,Captain Creek,QLD
4678,-24.146903,151.634285,Bororen,QLD
4680,-23.446826,151.917285,Benaraby,QLD
4680,-23.446826,151.917285,Callemondah,QLD
4680,-23.8410967,151.2479668,Gladstone Central,QLD
4680,-23.446826,151.917285,Iveragh,QLD
4680,-23.446826,151.917285,New Auckland,QLD
4680,-23.446826,151.917285,South Trees,QLD
4680,-23.446826,151.917285,Ubobo,QLD
4694,-23.72951593,151.0984104,Targinnie,QLD
4695,-23.807115,150.965859,Mount Larcom,QLD
4700,-23.180174,150.958111,Fairy Bower,QLD
4700,-23.180174,150.958111,The Range,QLD
4701,-23.354937,150.557538,Ironpot,QLD
4701,-23.354937,150.557538,Nankin,QLD
4701,-23.354937,150.557538,Rockhampton Dc,QLD
4702,-23.279639,150.885772,Alsace,QLD
4702,-23.279639,150.885772,Banana,QLD
4702,-23.279639,150.885772,Boolburra,QLD
4702,-23.279639,150.885772,Central Queensland Mc,QLD
4702,-23.279639,150.885772,Coowonga,QLD
4702,-23.279639,150.885772,Etna Creek,QLD
4702,-23.279639,150.885772,Gogango,QLD
4702,-23.279639,150.885772,Jambin,QLD
4702,-23.279639,150.885772,Kokotungo,QLD
4702,-23.279639,150.885772,Mimosa,QLD
4702,-23.279639,150.885772,Pheasant Creek,QLD
4702,-23.279639,150.885772,Rossmoya,QLD
4702,-23.279639,150.885772,Stanage,QLD
4702,-23.9937449,148.653806,Togara,QLD
4702,-23.279639,150.885772,Withersfield,QLD
4703,-23.074563,150.894331,Adelaide Park,QLD
4703,-23.074563,150.894331,Bungundarra,QLD
4703,-23.074563,150.894331,Inverness,QLD
4703,-23.074563,150.894331,Meikleville Hill,QLD
4703,-23.074563,150.894331,Tanby,QLD
4704,-23.135744,150.381164,Yaamba,QLD
4707,-22.515013,149.235514,Collaroy,QLD
4711,-23.252534,150.476229,Glenlee,QLD
4714,-23.66268,150.394906,Horse Creek,QLD
4714,-23.66268,150.394906,Oakey Creek,QLD
4715,-24.393618,150.458694,Biloela,QLD
4715,-24.393618,150.458694,Orange Creek,QLD
4718,-24.675045,149.615027,Bauhinia,QLD
4718,-24.675045,149.615027,Roundstone,QLD
4719,-24.999569,150.213774,Theodore,QLD
4721,-22.22535188,146.685147,Elgin,QLD
4721,-23.07744693,147.6209929,Theresa Creek,QLD
4722,-24.506491,147.41651,Mantuan Downs,QLD
4723,-23.010007,148.231917,Bundoora,QLD
4723,-23.08866069,147.9028718,Hibernia,QLD
4724,-23.642723,146.840497,Alpha,QLD
4724,-23.98215541,146.8205995,Sedgeford,QLD
4726,-22.536444,145.486391,Aramac,QLD
4728,-23.86725647,146.1959751,Mexico,QLD
4730,-23.790711,143.402522,Maneroo,QLD
4732,-22.427636,144.622118,Muttaburra,QLD
4736,-24.936614,143.103133,Jundah,QLD
4737,-21.43004,149.178072,Plane Creek West,QLD
4738,-21.622237,149.267446,Koumala,QLD
4740,-21.33763,149.059737,Balberra,QLD
4740,-21.33763,149.059737,Chelona,QLD
4740,-21.33763,149.059737,Dunnrock,QLD
4740,-21.33763,149.059737,Habana,QLD
4740,-21.33763,149.059737,Mackay,QLD
4740,-21.33763,149.059737,Mackay South,QLD
4740,-21.33763,149.059737,Noorlah,QLD
4740,-21.33763,149.059737,Richanna Heights,QLD
4740,-21.33763,149.059737,South Mackay,QLD
4740,-21.33763,149.059737,Yakapari,QLD
4741,-20.808597,149.271699,Epsom,QLD
4741,-20.808597,149.271699,Hampden,QLD
4741,-20.808597,149.271699,Long Island,QLD
4741,-20.808597,149.271699,Oakenden,QLD
4741,-20.808597,149.271699,Yalboroo,QLD
4742,-21.754127,148.569564,Mt Britton,QLD
4743,-21.453727,147.906986,Suttor,QLD
4746,-22.851944,148.850932,Middlemount,QLD
4753,-21.169015,148.952546,Devereux Creek,QLD
4754,-21.188063,148.832763,Pinevale,QLD
4757,-21.054268,148.50081,Eungella,QLD
4799,-20.720423,148.622011,Bloomsbury,QLD
4800,-20.465423,148.516317,Cape Gloucester,QLD
4800,-20.465423,148.516317,Foxdale,QLD
4800,-20.465423,148.516317,Hideaway Bay,QLD
4800,-20.465423,148.516317,Mount Marlow,QLD
4800,-20.465423,148.516317,Proserpine,QLD
4801,-20.053296,148.887166,Hayman Island,QLD
4802,-20.271072,148.989038,Shute Harbour,QLD
4804,-20.867952,147.518462,Mount Wyatt,QLD
4805,-20.016612,148.457987,Brisk Bay,QLD
4806,-19.862878,147.416856,Arkendeith,QLD
4806,-19.862878,147.416856,Inkerman,QLD
4807,-19.914965,147.133033,Airdmillan,QLD
4807,-19.914965,147.133033,Eight Mile Creek,QLD
4807,-19.914965,147.133033,Mount Kelly,QLD
4808,-19.510071,147.304401,Colevale,QLD
4809,-19.53085,147.139821,Shirbourne,QLD
4810,-19.227783,146.764659,Railway Estate,QLD
4810,-19.227783,146.764659,Townsville Dc,QLD
4811,-19.323109,146.840325,James Cook University,QLD
4812,-19.286635,146.787716,Currajong,QLD
4812,-19.286635,146.787716,Pimlico,QLD
4814,-19.285821,146.754745,Annandale,QLD
4814,-19.285821,146.754745,Mount Louisa,QLD
4815,-19.372329,146.707586,Kelso,QLD
4816,-19.787858,146.791529,Buchanan,QLD
4816,-19.787858,146.791529,Ellerbeck,QLD
4816,-19.787858,146.791529,Majors Creek,QLD
4816,-19.787858,146.791529,Nome,QLD
4816,-19.787858,146.791529,Rollingstone,QLD
4816,-19.787858,146.791529,Torrens Creek,QLD
4817,-19.310498,146.652307,Rupertswood,QLD
4818,-19.23794,146.540275,Bluewater Park,QLD
4818,-19.23794,146.540275,Jensen,QLD
4818,-19.23794,146.540275,Toolakea,QLD
4819,-19.143944,146.831766,Nelly Bay,QLD
4820,-20.428447,146.275575,Breddan,QLD
4820,-20.07278047,146.245218,Grand Secret,QLD
4820,-20.428447,146.275575,Southern Cross,QLD
4821,-21.33838836,144.6827856,Prairie,QLD
4822,-20.8622414,142.6436913,Maxwelton,QLD
4823,-19.214466,141.243755,Julia Creek,QLD
4824,-20.777471,140.652531,Cloncurry,QLD
4824,-20.777471,140.652531,Three Rivers,QLD
4825,-21.017327,137.432341,Brunette Downs,QLD
4825,-21.017327,137.432341,Fisher,QLD
4825,-21.017327,137.432341,Lawn Hill,QLD
4825,-20.72557467,139.4927075,Mount Isa Bc,QLD
4825,-21.017327,137.432341,Piturie,QLD
4825,-21.017327,137.432341,The Monument,QLD
4829,-23.329938,140.22124,Boulia,QLD
4830,-17.956336,138.862024,Burketown,QLD
4849,-18.265652,146.027929,Damper Creek,QLD
4850,-18.552533,146.49572,Bemerside,QLD
4850,-18.552533,146.49572,Forrest Beach,QLD
4850,-18.552533,146.49572,Lannercost,QLD
4850,-18.552533,146.49572,Taylors Beach,QLD
4850,-18.552533,146.49572,Wharps,QLD
4852,-17.830091,146.09996,Garners Beach,QLD
4852,-17.830091,146.09996,Wongaling Beach,QLD
4854,-18.020178,145.842063,East Feluga,QLD
4854,-18.020178,145.842063,Lower Tully,QLD
4854,-18.020178,145.842063,Rockingham,QLD
4855,-17.815378,146.010914,El Arish,QLD
4855,-17.815378,146.010914,Shell Pocket,QLD
4856,-17.741424,145.924432,No. 5 Branch,QLD
4858,-17.622583,146.078807,Mourilyan,QLD
4860,-17.520343,145.888782,Belvedere,QLD
4860,-17.520343,145.888782,East Innisfail,QLD
4860,-17.520343,145.888782,Goondi,QLD
4860,-17.520343,145.888782,Mighell,QLD
4860,-17.56422,145.996277,O'Briens Hill,QLD
4860,-17.520343,145.888782,Valettas Estate,QLD
4861,-17.352821,145.872166,East Russell,QLD
4865,-17.02159803,145.8019067,Packers Camp,QLD
4869,-17.025592,145.730423,Bentley Park,QLD
4870,-16.88018212,145.6691953,Barron Gorge,QLD
4870,-16.923761,145.742303,Cairns Mc,QLD
4870,-16.923761,145.742303,Freshwater,QLD
4870,-16.923761,145.742303,Manunda,QLD
4870,-16.923761,145.742303,Stratford,QLD
4871,-16.934184,145.994075,Aurukun,QLD
4871,-16.934184,145.994075,Bramston Beach,QLD
4871,-16.934184,145.994075,Coralie,QLD
4871,-16.934184,145.994075,Deeral,QLD
4871,-16.934184,145.994075,Fishery Falls,QLD
4871,-16.934184,145.994075,Gilbert River,QLD
4871,-16.934184,145.994075,Julatten,QLD
4871,-19.7061005,145.7740021,Lakeland Downs,QLD
4871,-16.934184,145.994075,Mena Creek,QLD
4871,-16.7627129,145.0229543,Mount Mulligan,QLD
4871,-17.0172149,144.24717,Rookwood,QLD
4871,-16.934184,145.994075,Strathmore,QLD
4871,-16.934184,145.994075,Wellesley Islands,QLD
4872,-18.028128,145.157257,Danbulla,QLD
4872,-18.028128,145.157257,Kirrama,QLD
4872,-18.028128,145.157257,Mount Garnet,QLD
4872,-18.028128,145.157257,Walkamin,QLD
4873,-16.230854,145.299094,Cow Bay,QLD
4873,-16.230854,145.299094,Forest Creek,QLD
4873,-16.230854,145.299094,Newell,QLD
4873,-16.230854,145.299094,Thornton Beach,QLD
4874,-12.533944,142.267938,Mapoon,QLD
4874,-12.533944,142.267938,Weipa,QLD
4875,-9.584901,143.769211,Burrar Islet,QLD
4875,-9.584901,143.769211,Guijar Islet,QLD
4875,-9.584901,143.769211,Kubin,QLD
4875,-9.584901,143.769211,Moa Island,QLD
4875,-9.584901,143.769211,Talbot Island,QLD
4875,-9.584901,143.769211,Yorke Island,QLD
4876,-11.33852,142.465399,Umagico,QLD
4877,-16.535286,145.467604,Wangetti,QLD
4878,-16.839378,145.711531,Yorkeys Knob,QLD
4879,-16.789777,145.666474,Trinity Park,QLD
4880,-16.972341,145.383091,Maryfarms,QLD
4883,-17.33327,145.476659,Atherton,QLD
4884,-17.29482618,145.6451547,Lake Eacham,QLD
4885,-17.384187,145.624143,North Johnstone,QLD
4886,-17.535676,145.633789,Middlebrook,QLD
4887,-17.45397782,145.3951374,Kalunga,QLD
4888,-17.499336,145.491052,Ravenshoe,QLD
4892,-14.6604,143.3735,Arbouin,QLD
4892,-14.6604,143.3735,Gamboola,QLD
4892,-14.6604,143.3735,Lakefield,QLD
4892,-14.6604,143.3735,Palmer,QLD
4892,-14.6604,143.3735,West Wellesley Islands,QLD
4895,-15.94342392,145.3422653,Degarra,QLD
5000,-34.937459,138.608637,Adelaide Bc,SA
5000,-34.937459,138.608637,Sturt Street,SA
5007,-34.903259,138.56787,Bowden,SA
5008,-34.887511,138.559407,Croydon Park South,SA
5009,-34.896906,138.542493,Beverley,SA
5011,-34.877605,138.538261,St Claire,SA
5012,-34.86303,138.541637,Woodville Gardens,SA
5013,-34.841984,138.553453,Wingfield,SA
5015,-34.808422,138.531567,Birkenhead,SA
5015,-34.808422,138.531567,Port Adelaide Dc,SA
5018,-34.779057,138.49958,North Haven,SA
5021,-34.86628,138.492908,West Lakes,SA
5023,-34.90073,138.51199,Seaton,SA
5031,-34.936926,138.570873,Mile End,SA
5032,-34.935734,138.544358,Underdale,SA
5033,-34.938858,138.558451,West Richmond,SA
5035,-34.952075,138.575187,Black Forest,SA
5037,-34.957399,138.545826,Netley,SA
5039,-34.976263,138.570739,Edwardstown,SA
5041,-35.00298,138.594176,Panorama,SA
5042,-35.00971638,138.5709927,Tonsley,SA
5044,-35.001213,138.516314,Somerton Park,SA
5046,-35.003794,138.535434,Warradale,SA
5048,-35.017416,138.520459,Dover Gardens,SA
5049,-35.045389,138.52272,Seacliff Park,SA
5051,-35.033769,138.620405,Hawthorndene,SA
5061,-34.957195,138.60648,Unley Dc,SA
5062,-35.004063,138.602387,Lynton,SA
5063,-34.954325,138.621477,Frewville,SA
5064,-34.963195,138.649183,Myrtle Bank,SA
5065,-34.940362,138.633974,Tusmore,SA
5066,-34.940962,138.66029,Wattle Park,SA
5068,-34.922605,138.654999,Kensington,SA
5069,-34.907597,138.623527,College Park,SA
5070,-34.900496,138.642172,Firle,SA
5070,-34.900496,138.642172,Payneham South,SA
5072,-34.912078,138.696113,Magill South,SA
5073,-34.89528,138.683151,Tranmere,SA
5076,-34.873844,138.703683,Castambul,SA
5082,-34.886018,138.587083,Fitzroy,SA
5083,-34.879357,138.609927,Nailsworth,SA
5085,-34.856239,138.612959,Enfield,SA
5086,-34.854247,138.64344,Hampstead Gardens,SA
5089,-34.851049,138.724487,Highbury,SA
5092,-34.821319,138.680226,Modbury North,SA
5095,-34.820685,138.6199,Mawson Lakes,SA
5097,-34.819614,138.707261,Ridgehaven,SA
5106,-34.793169,138.629463,Salisbury South Bc,SA
5108,-34.761553,138.61884,Salisbury North,SA
5109,-34.771432,138.663871,Salisbury Plain,SA
5111,-34.709347,138.62532,Edinburgh,SA
5112,-34.726229,138.666615,Hillbank,SA
5113,-34.702506,138.674449,Elizabeth Park,SA
5114,-34.718681,138.754254,Humbug Scrub,SA
5114,-34.718681,138.754254,Yattalunga,SA
5116,-34.622783,138.724059,Evanston Park,SA
5118,-34.58378,138.705675,Gawler,SA
5118,-34.58378,138.705675,Kalbeeba,SA
5120,-34.668553,138.507899,Riverlea Park,SA
5125,-34.773234,138.738733,Golden Grove Village,SA
5131,-34.795292,138.758111,Lower Hermitage,SA
5137,-34.945777,138.735962,Ashton,SA
5142,-34.960813,138.740223,Uraidla,SA
5152,-34.998401,138.703957,Crafers West,SA
5153,-35.091002,138.757945,Flaxley,SA
5153,-35.091002,138.757945,Mylor,SA
5157,-35.143492,138.633118,Bull Creek,SA
5158,-35.084001,138.519781,Hallett Cove,SA
5159,-35.061705,138.603897,Aberfoyle Park,SA
5161,-35.096383,138.515652,Old Reynella,SA
5163,-35.147923,138.552209,Huntfield Heights,SA
5166,-35.124126,138.473209,O'Sullivan Beach,SA
5169,-35.194211,138.477958,Moana,SA
5171,-35.196481,138.553437,Mclaren Flat,SA
5172,-35.28775,138.555169,Kuitpo Colony,SA
5172,-35.28775,138.555169,Willunga Hill,SA
5174,-35.330569,138.47117,Sellicks Beach,SA
5202,-35.386025,138.505922,Hindmarsh Tiers,SA
5203,-35.450839,138.388132,Wattle Flat,SA
5204,-35.572164,138.324567,Normanville,SA
5210,-35.387709,138.655684,Nangkita,SA
5211,-35.566153,138.627975,Lower Inman Valley,SA
5211,-35.566153,138.627975,Yilki,SA
5214,-35.491206,138.834806,Goolwa South,SA
5221,-35.793776,137.72022,Muston,SA
5222,-35.803421,137.924659,Dudley East,SA
5222,-35.803421,137.924659,Penneshaw,SA
5223,-35.811358,137.541715,Brownlow,SA
5223,-35.811358,137.541715,D'Estrees Bay,SA
5223,-35.811358,137.541715,Harriet River,SA
5223,-35.811358,137.541715,Nepean Bay,SA
5223,-35.613861,137.572636,Stun'Sail Boom,SA
5231,-34.82644568,138.809837,Millbrook,SA
5235,-34.705292,139.084565,Cromer,SA
5237,-34.823114,139.191868,Apamurra,SA
5238,-34.867709,139.497207,Bonython,SA
5238,-34.867709,139.497207,Forster,SA
5238,-34.87161619,139.5426157,Old Teal Flat,SA
5238,-34.867709,139.497207,Purnong Landing,SA
5238,-34.92127935,139.5289413,Younghusband,SA
5244,-34.938664,138.946384,Harrogate,SA
5250,-35.0417052,138.8860811,Blakiston,SA
5251,-35.0692923,138.9215315,Mount Barker Summit,SA
5252,-35.0863,138.9602,Petwood,SA
5253,-35.109083,139.273641,Gifford Hill,SA
5253,-35.109083,139.273641,Murray Bridge East,SA
5253,-35.109083,139.273641,Sunnyside,SA
5254,-35.097045,139.475946,Buccleuch,SA
5254,-35.097045,139.475946,Mypolonga,SA
5254,-34.9843477,139.3095968,Wall Flat,SA
5255,-35.248539,138.975861,Finniss,SA
5255,-35.248539,138.975861,Mulgundawa,SA
5255,-35.248539,138.975861,Willyaroo,SA
5256,-35.492114,139.0336,Tolderol,SA
5259,-35.521405,139.236567,Malinong,SA
5259,-35.521405,139.236567,Wellington,SA
5261,-35.59601,139.935161,Culburra,SA
5263,-37.307042,140.838441,Coonawarra,SA
5264,-35.669947,139.275737,Waltowa,SA
5267,-36.093534,140.348707,Brimbago,SA
5267,-36.093534,140.348707,Petherick,SA
5268,-36.189376,140.788199,Bordertown South,SA
5269,-36.404918,140.601672,Custon,SA
5270,-36.404918,140.601672,Mundulla,SA
5271,-37.04868013,140.903366,Koppamurra,SA
5271,-36.792946,140.496496,Padthaway,SA
5272,-37.162862,140.321798,Coles,SA
5275,-36.61323,139.937126,Blackford,SA
5275,-36.61323,139.937126,Reedy Creek,SA
5275,-36.61323,139.937126,Wyomi,SA
5277,-37.39668187,140.7368366,Monbulla,SA
5278,-37.48419496,140.7051651,Moerlong,SA
5279,-37.574691,140.462487,Wattle Range East,SA
5280,-37.7840189,140.4196268,German Flat,SA
5280,-37.449179,140.260783,Sebastopol,SA
5291,-37.927953,140.719634,Allendale East,SA
5291,-37.927953,140.719634,Caveton,SA
5291,-37.927953,140.719634,Glencoe,SA
5291,-37.927953,140.719634,Mount Gambier,SA
5291,-37.927953,140.719634,Pelican Point,SA
5291,-38.01893369,140.8967253,Wye,SA
5301,-35.449887,140.030554,Parrakie,SA
5303,-35.191375,140.685318,Parilla,SA
5307,-35.037558,140.242147,Karte,SA
5308,-34.627126,140.050653,Kalyan,SA
5309,-34.850669,140.114394,Mindarie,SA
5311,-34.48822362,140.0411,Maggea,SA
5311,-34.66673557,140.4676895,Veitch,SA
5320,-34.05309587,139.5698613,Eba,SA
5320,-33.95654968,139.7793619,Stuart,SA
5322,-34.177881,139.955939,Ramco,SA
5330,-33.94707,139.975421,Holder,SA
5330,-33.94707,139.975421,Stockyard Plain,SA
5331,-34.214119,140.319351,Kingston-On-Murray,SA
5333,-34.485635,140.63513,Loxton North,SA
5333,-34.485635,140.63513,Taplan,SA
5341,-33.739084,140.753178,Calperum,SA
5341,-33.739084,140.753178,Renmark,SA
5343,-34.321288,140.556181,Gerard,SA
5345,-34.187027,140.454506,Loveday,SA
5351,-34.638218,138.897802,Cockatoo Valley,SA
5352,-34.56579758,138.970505,Krondorf,SA
5353,-34.577328,139.326979,Cambrai,SA
5353,-34.6105765,139.5970316,Punyelroo,SA
5354,-34.57651008,139.5862979,Marks Landing,SA
5355,-34.443966,139.007886,Marananga,SA
5356,-34.35610844,139.2392392,Dutton East,SA
5357,-34.343393,139.525937,Moorundie,SA
5371,-34.41538531,138.7560699,Morn Hill,SA
5373,-34.303007,138.930335,Bethel,SA
5374,-34.152477,139.12488,Bower,SA
5374,-34.152477,139.12488,Julia,SA
5381,-33.965473,139.140266,Brady Creek,SA
5381,-34.02266368,139.152609,Rocky Plain,SA
5401,-34.29774,138.659866,Alma,SA
5412,-34.18289,138.775266,Navan,SA
5413,-34.080278,138.883459,Saddleworth,SA
5415,-33.942677,138.722876,Mintaro,SA
5417,-33.8199791,139.7992135,Bunyung,SA
5417,-33.71285998,138.7655101,Gum Creek,SA
5417,-33.52522408,139.766027,Old Koomooloo,SA
5418,-33.357329,139.143828,Mount Bryan,SA
5419,-33.397741,138.893337,Wonna,SA
5422,-32.97338,138.771209,Erskine,SA
5422,-32.97338,138.771209,Peterborough,SA
5431,-32.212021,138.883978,Coomooroo,SA
5431,-32.31377677,139.0215366,Minburra Station,SA
5431,-32.62366738,138.5869688,Walloway,SA
5432,-32.242313,138.468686,Cradock,SA
5432,-32.1582152,138.965221,Witchitie,SA
5433,-32.180856,138.1056,Yarrah,SA
5434,-31.64549774,138.7312771,Prelinna,SA
5440,-32.078008,140.997812,Billeroo West,SA
5440,-32.55673806,140.4501458,Devonborough Downs,SA
5440,-32.10342353,139.3735174,Koonamore,SA
5440,-31.63053585,140.3327545,Mooleulooloo,SA
5440,-32.339759,140.027346,Olary,SA
5440,-30.31162569,140.656038,Quinyambie,SA
5440,-32.45604076,139.7685243,Winnininnie,SA
5452,-33.969454,138.652781,Watervale,SA
5453,-33.802932,138.582681,Gillentown,SA
5453,-33.802932,138.582681,Spring Farm,SA
5454,-33.3599977,138.6866032,Mayfield,SA
5460,-34.312427,138.517968,Stockyard Creek,SA
5461,-34.095314,138.444457,Halbury,SA
5462,-33.896378,138.43015,Blyth,SA
5464,-33.676424,138.39411,Marola,SA
5480,-33.125751,138.319834,Laura,SA
5482,-32.842201,138.357347,Wepowie,SA
5491,-33.15446058,138.7023315,Belalie North,SA
5495,-32.88219,137.946255,Baroota,SA
5501,-34.595073,138.547998,Avon,SA
5501,-34.595073,138.547998,Parham,SA
5502,-34.49618603,138.6228575,Fischer,SA
5520,-33.769107,138.12018,Barunga Gap,SA
5522,-33.578188,138.003325,Fisherman Bay,SA
5523,-33.401829,138.165325,Huddleston,SA
5540,-33.205773,138.080191,Bungama,SA
5540,-33.205773,138.080191,Port Pirie,SA
5540,-33.205773,138.080191,Warnertown,SA
5550,-34.093038,138.243785,Proof Range,SA
5552,-34.061253,137.862942,Sunnyvale,SA
5554,-33.928029,137.756193,Matta Flat,SA
5555,-33.60465982,138.2166319,Collinsfield,SA
5555,-33.656811,138.191161,Mundoora,SA
5558,-34.105205,137.598449,Agery,SA
5558,-34.105205,137.598449,Moonta Mines,SA
5560,-33.895055,138.031867,Bute,SA
5571,-34.51494,137.811541,Ardrossan,SA
5571,-34.51494,137.811541,Rogues Point,SA
5573,-34.514149,137.508603,Chinamen Wells,SA
5573,-34.514149,137.508603,Weetulta,SA
5575,-34.823141,137.544605,Koolywurtie,SA
5575,-34.823141,137.544605,Port Rickaby,SA
5576,-35.050773,137.56046,Port Moorowie,SA
5577,-35.035673,137.310027,Warooka,SA
5583,-35.117696,137.825935,Coobowie,SA
5601,-32.91326147,137.7869937,Backy Point,SA
5601,-32.98481567,137.7807358,Point Lowly North,SA
5602,-33.47186286,136.7575708,Miltalie,SA
5603,-33.831212,136.499961,Verran,SA
5606,-34.724,135.861,Port Lincoln South,SA
5607,-35.156446,136.456454,Coulta,SA
5607,-35.156446,136.456454,Karkoo,SA
5607,-35.156446,136.456454,Louth Bay,SA
5607,-35.156446,136.456454,North Shields,SA
5607,-35.156446,136.456454,Sleaford,SA
5607,-35.156446,136.456454,Uley,SA
5607,-35.156446,136.456454,Warunda,SA
5608,-33.034213,137.525354,Whyalla Norrie North,SA
5611,-32.68751476,137.0317736,Corunna Station,SA
5611,-33.25171556,136.8962127,Secret Rocks,SA
5632,-34.01595786,135.5256409,Mitchell,SA
5640,-33.606021,136.437661,Jamieson,SA
5641,-33.100172,136.318517,Cunyarie,SA
5641,-33.100172,136.318517,Wilcherry,SA
5642,-33.558726,136.103172,Rudall,SA
5652,-33.091309,135.249834,Wudinna,SA
5655,-32.62518418,135.5577067,Gawler Ranges,SA
5660,-32.544993,134.650428,Cungena,SA
5670,-33.409359,135.02078,Colton,SA
5670,-33.409359,135.02078,Polda,SA
5671,-33.21045,134.673762,Mount Cooper,SA
5680,-32.68784588,134.2924925,Eba Anchorage,SA
5680,-32.61082632,134.3473346,Perlubie,SA
5680,-32.672797,134.37909,Smoky Bay,SA
5690,-32.282716,133.582274,Charra,SA
5690,-32.282716,133.582274,Maltee,SA
5690,-29.4494112,130.806497,Oak Valley,SA
5690,-32.282716,133.582274,Yalata,SA
5700,-32.73576,137.703073,Miranda,SA
5700,-32.73576,137.703073,Willsden,SA
5710,-27.467217,134.430044,Cook,SA
5713,-32.3424,137.8719,Emeroo,SA
5713,-31.3959,137.4101,Pernatty,SA
5715,-32.4998,137.4586,Illeroo,SA
5717,-31.3292,135.3315,Kokatha,SA
5717,-31.8226,135.6598,Moonaree,SA
5719,-30.59001247,135.5033983,Bon Bon,SA
5719,-30.4167,134.049,Mulgathing,SA
5720,-30.00243422,135.7027613,Mount Eba,SA
5722,-30.779803,137.197175,Andamooka,SA
5723,-29.51784743,134.788974,Ingomar,SA
5723,-28.90783798,136.342062,William Creek,SA
5725,-30.62777096,136.6673261,Roxby Downs Station,SA
5730,-31.21388715,138.6554426,Gum Creek Station,SA
5730,-31.06158573,138.5898078,Oratunga Station,SA
5731,-29.818331,139.666239,Cordillo Downs,SA
5731,-30.39010496,138.5050129,Leigh Creek Station,SA
5731,-30.16654072,137.4772395,Mulgaria,SA
5732,-30.46056011,138.6469371,Burr Well,SA
5732,-30.770199,139.076342,Nepabunna,SA
5733,-26.32008739,138.9717811,Alton Downs Station,SA
5733,-29.427879,138.049515,Farina,SA
5733,-29.72053928,138.4077407,Mundowdna,SA
5734,-27.057139,135.062571,Oodnadatta,SA
5839,-34.92849902,138.600746,Adelaide,SA
6001,-31.99212,115.763228,Perth,WA
6007,-31.935675,115.834335,Leederville,WA
6009,-31.985791,115.804692,Crawley,WA
6010,-31.971647,115.77639,Mount Claremont,WA
6014,-31.936389,115.808169,Jolimont,WA
6017,-31.908357,115.814562,Osborne Park Dc,WA
6018,-31.891957,115.786821,Woodlands,WA
6020,-31.852698,115.765396,Watermans Bay,WA
6024,-31.83489,115.803068,Warwick,WA
6027,-31.763347,115.756405,Beldon,WA
6027,-31.763347,115.756405,Ocean Reef,WA
6030,-31.687341,115.711684,Merriwa,WA
6031,-31.692538,115.772138,Neerabup,WA
6037,-31.48847,115.616105,Two Rocks,WA
6042,-31.254414,115.508625,Seabird,WA
6050,-31.930574,115.871864,Coolbinia,WA
6054,-31.901801,115.942572,Ashfield,WA
6055,-31.92821488,116.0299538,Bushmead,WA
6055,-31.842527,115.980754,West Swan,WA
6056,-31.838398,116.0261,Jane Brook,WA
6056,-31.838398,116.0261,Stratton,WA
6059,-31.882862,115.861726,Dianella,WA
6061,-31.864113,115.843478,Mirrabooka,WA
6063,-31.8589186,115.9421996,Bennett Springs,WA
6065,-31.69444,115.845329,Gnangara,WA
6065,-31.69444,115.845329,Mariginiup,WA
6065,-31.69444,115.845329,Wangara Dc,WA
6069,-31.771612,116.007663,Brigadoon,WA
6071,-31.889087,116.100432,Hovea,WA
6076,-32.108961,116.208263,Carmel,WA
6076,-32.108961,116.208263,Piesse Brook,WA
6078,-31.69444,115.845329,Pinjar,WA
6083,-31.793051,116.196639,Gidgegannup,WA
6090,-31.862589,115.894254,Malaga,WA
6101,-31.985247,115.908576,East Victoria Park,WA
6104,-31.965498,115.977633,Belmont,WA
6107,-32.017663,115.967142,Beckenham,WA
6108,-32.06089,115.953584,Thornlie,WA
6111,-32.10398,116.192636,Ashendon,WA
6111,-32.10398,116.192636,Lesley,WA
6112,-32.158675,115.997934,Forrestdale,WA
6112,-32.158675,115.997934,Seville Grove,WA
6122,-32.221725,116.0072,Karrakup,WA
6126,-32.440033,115.977043,Keysbrook,WA
